sent_id,tokens,entities,relations
26443194_s1,7,2,0
26443194_s2,37,6,3
26443194_s3,26,5,2
26443194_s4,21,0,0
26443194_s5,20,2,0
26443194_s6,103,2,0
26443194_s7,67,10,0
26443194_s8,9,0,0
26443194_s9,34,3,1
26443194_s10,25,2,1
26443194_s11,18,0,0
29944741_s0,9,1,0
29944741_s1,33,1,0
29944741_s2,29,0,0
29944741_s3,22,2,0
29944741_s4,18,1,0
29944741_s5,31,5,1
29944741_s6,18,1,0
29944741_s7,22,3,0
29944741_s8,41,3,0
29944741_s9,21,2,1
29944741_s10,12,0,0
29944741_s11,3,0,0
30963135_s0,13,3,0
30963135_s1,24,5,3
30963135_s2,26,3,1
30963135_s3,15,1,0
30963135_s4,26,5,0
30963135_s5,11,0,0
30963135_s6,15,2,0
30963135_s7,54,2,0
30963135_s8,33,2,0
30963135_s9,28,3,1
30963135_s10,21,3,0
30963135_s11,14,2,0
30963135_s12,15,2,0
29903629_s0,5,2,0
29903629_s1,47,11,9
29903629_s2,18,2,0
29903629_s3,33,2,1
29903629_s4,18,1,0
26708713_s0,10,3,0
26708713_s1,22,3,2
26708713_s2,9,1,0
26708713_s3,15,2,0
26708713_s4,21,3,1
26708713_s5,26,5,5
26708713_s6,30,4,0
32210011_s0,11,3,0
32210011_s1,10,2,1
32210011_s2,38,1,0
32210011_s3,45,2,0
32210011_s4,19,0,0
32210011_s5,47,4,2
32210011_s6,12,1,0
32210011_s7,37,2,0
32210011_s8,14,0,0
32210011_s9,34,1,0
32764121_s0,13,1,0
32764121_s1,54,2,1
32764121_s2,31,0,0
32764121_s3,28,2,1
32764121_s4,31,2,0
32764121_s5,29,0,0
32764121_s6,39,1,0
32764121_s7,26,3,1
32764121_s8,72,0,0
32764121_s9,32,0,0
32854315_s0,16,1,0
32854315_s1,19,6,4
32854315_s2,15,4,1
32854315_s3,28,3,1
32854315_s4,25,3,0
32854315_s5,17,1,0
32854315_s6,18,2,0
32854315_s7,6,1,0
32854315_s8,17,2,0
32854315_s9,11,5,3
32854315_s10,31,5,2
32854315_s11,27,5,3
32390631_s0,13,3,0
32390631_s1,20,3,1
32390631_s2,24,6,0
32390631_s3,30,3,1
32390631_s4,18,1,0
32390631_s5,20,4,1
32390631_s6,22,3,0
32390631_s7,30,14,0
32390631_s8,20,7,0
32390631_s9,27,3,0
32390631_s10,17,2,0
32390631_s11,21,8,0
32808294_s0,19,4,3
32808294_s1,14,3,2
32808294_s2,22,1,0
32808294_s3,27,1,0
32808294_s4,30,1,0
32808294_s5,31,1,0
32808294_s6,29,1,0
32808294_s7,28,2,1
32808294_s8,31,3,1
32808294_s9,35,3,0
32916120_s0,14,1,0
32916120_s1,28,3,2
32916120_s2,23,3,2
32916120_s3,37,10,3
32916120_s4,26,2,0
32916120_s5,25,2,0
28347876_s0,13,0,0
28347876_s1,17,0,0
28347876_s2,22,0,0
28347876_s3,36,2,1
28347876_s4,21,1,0
28347876_s5,10,0,0
28347876_s6,27,2,1
28347876_s7,22,2,1
28347876_s8,44,0,0
26303642_s0,15,3,0
26303642_s1,21,2,0
26303642_s2,18,1,0
26303642_s3,28,2,1
26303642_s4,29,2,1
26303642_s5,32,3,0
26303642_s6,30,2,0
32925791_s0,15,3,1
32925791_s1,26,4,2
32925791_s2,31,4,2
32925791_s3,19,2,0
32925791_s4,36,0,0
32925791_s5,32,3,0
32925791_s6,46,1,0
32925791_s7,19,2,0
32925791_s8,20,2,1
32925791_s9,19,0,0
32925791_s10,5,0,0
30109402_s0,15,3,0
30109402_s1,38,11,5
30109402_s2,39,11,1
30109402_s3,22,4,1
30109402_s4,24,4,2
30109402_s5,20,2,0
30109402_s6,17,4,1
30109402_s7,23,4,2
30109402_s8,15,3,1
30109402_s9,19,3,0
30109402_s10,14,2,0
30109402_s11,20,1,0
30109402_s12,15,3,1
30109402_s13,13,3,0
30109402_s14,19,2,1
30109402_s15,16,3,2
26280281_s0,21,3,0
26280281_s1,22,8,5
26280281_s2,39,6,2
26280281_s3,13,2,0
26280281_s4,32,2,0
26280281_s5,26,5,3
26280281_s6,20,1,0
26280281_s7,13,0,0
26280281_s8,14,2,0
26280281_s9,23,2,0
26280281_s10,23,5,1
29268833_s0,18,2,0
29268833_s1,24,3,1
29268833_s2,21,1,0
29268833_s3,28,5,1
29268833_s4,25,2,0
29268833_s5,9,2,1
29268833_s6,15,1,0
29268833_s7,12,2,1
29268833_s8,25,2,1
26282709_s0,17,1,0
26282709_s1,8,0,0
26282709_s2,23,1,0
26282709_s3,17,0,0
26282709_s4,20,0,0
26282709_s5,7,0,0
26282709_s6,17,1,0
26282709_s7,35,2,0
26282709_s8,12,0,0
26282709_s9,6,0,0
26282709_s10,31,1,0
26282709_s11,19,1,0
26282709_s12,31,3,0
26282709_s13,39,1,0
26282709_s14,26,2,0
26282709_s15,16,1,0
26282709_s16,34,2,0
26282709_s17,12,0,0
26282709_s18,24,2,0
26282709_s19,33,2,0
29987534_s0,12,2,0
29987534_s1,13,3,0
29987534_s2,19,1,0
29987534_s3,15,0,0
29987534_s4,12,1,0
29987534_s5,23,2,0
29987534_s6,34,1,0
32803268_s0,5,1,0
32803268_s1,24,4,2
32803268_s2,21,3,0
32803268_s3,20,2,0
32803268_s4,25,2,0
32803268_s5,49,8,2
32803268_s6,20,1,0
32803268_s7,12,2,0
32803268_s8,15,3,2
32803268_s9,19,4,3
32803268_s10,18,4,3
26311769_s0,10,2,0
26311769_s1,22,8,3
26311769_s2,22,1,0
26311769_s3,28,5,0
26311769_s4,20,2,0
26311769_s5,27,6,1
26311769_s6,28,2,0
26311769_s7,26,3,0
26311769_s8,15,1,0
26311769_s9,23,3,1
26311769_s10,28,3,1
26311769_s11,23,7,5
26311769_s12,22,1,0
26311769_s13,28,5,0
26311769_s14,20,1,0
26311769_s15,24,4,0
30520955_s0,12,2,0
30520955_s1,18,2,1
30520955_s2,12,1,0
30520955_s3,25,2,0
30520955_s4,20,2,0
30520955_s5,45,0,0
30520955_s6,10,0,0
30520955_s7,6,1,0
30520955_s8,24,1,0
30520955_s9,20,0,0
30520955_s10,8,0,0
30520955_s11,12,0,0
30520955_s12,37,1,0
30520955_s13,71,4,0
30520955_s14,32,4,0
30520955_s15,23,3,0
29977480_s0,16,2,1
29977480_s1,22,1,0
29977480_s2,25,2,1
29977480_s3,34,3,2
29977480_s4,25,2,0
29977480_s5,23,1,0
28260103_s0,10,3,0
28260103_s1,33,2,0
28260103_s2,20,2,1
28260103_s3,36,9,4
28260103_s4,11,2,0
28260103_s5,13,3,0
28260103_s6,42,8,0
28260103_s7,29,1,0
28260103_s8,17,1,0
28260103_s9,18,2,0
29312137_s0,15,2,0
29312137_s1,12,1,0
29312137_s2,23,3,1
29312137_s3,22,3,3
29312137_s4,24,2,1
29312137_s5,27,3,1
29312137_s6,23,4,1
28968242_s0,9,2,0
28968242_s1,36,8,6
28968242_s2,26,3,1
28968242_s3,7,0,0
28968242_s4,38,5,1
28968242_s5,29,4,1
30371351_s0,12,1,0
30371351_s1,46,3,1
30371351_s2,49,2,0
30371351_s3,53,2,0
30371351_s4,47,2,0
30371351_s5,20,1,0
30371351_s6,19,1,0
30371351_s7,30,1,0
30371351_s8,21,1,0
28466999_s0,14,3,1
28466999_s1,24,5,3
28466999_s2,14,3,1
28466999_s3,35,7,3
28466999_s4,33,4,0
28466999_s5,26,5,1
28466999_s6,25,2,0
28466999_s7,11,3,0
28466999_s8,20,8,3
28466999_s9,43,4,1
28743599_s0,8,3,2
28743599_s1,18,4,1
28743599_s2,19,2,0
28743599_s3,49,7,0
28743599_s4,24,0,0
28743599_s5,29,0,0
28743599_s6,23,2,1
30244564_s0,9,1,0
30244564_s1,22,2,1
30244564_s2,22,1,0
30244564_s3,22,5,1
30244564_s4,22,1,0
30244564_s5,12,0,0
30244564_s6,10,0,0
30244564_s7,9,0,0
30244564_s8,23,3,1
29182579_s0,13,3,2
29182579_s1,15,3,1
29182579_s2,11,1,0
29182579_s3,20,4,2
29182579_s4,42,7,2
29182579_s5,29,8,3
29182579_s6,21,4,0
29182579_s7,28,5,1
29182579_s8,38,7,2
29182579_s9,14,1,0
27855483_s0,15,2,0
27855483_s1,24,2,0
27855483_s2,10,1,0
27855483_s3,63,8,0
27855483_s4,20,1,0
27855483_s5,28,2,1
27855483_s6,31,3,0
27855483_s7,17,2,0
27855483_s8,23,3,0
27855483_s9,13,1,0
27855483_s10,13,0,0
27855483_s11,36,4,0
27855483_s12,18,3,0
30115750_s0,16,3,2
30115750_s1,22,6,2
30115750_s2,45,5,0
30115750_s3,30,5,0
30115750_s4,24,0,0
30115750_s5,35,2,0
30115750_s6,20,4,5
26256457_s0,14,1,0
26256457_s1,18,1,0
26256457_s2,27,2,0
26256457_s3,17,1,0
26256457_s4,13,1,0
26256457_s5,22,5,1
26256457_s6,31,3,0
26256457_s7,23,3,2
30807042_s0,17,1,0
30807042_s1,32,1,0
30807042_s2,21,0,0
30807042_s3,21,2,1
30807042_s4,32,1,0
30807042_s5,17,1,0
30807042_s6,25,2,1
30874922_s0,15,3,0
30874922_s1,28,5,3
30874922_s2,25,2,0
30874922_s3,26,2,1
30874922_s4,39,5,2
30874922_s5,42,2,0
30874922_s6,33,1,0
30874922_s7,15,2,0
30874922_s8,15,2,0
30874922_s9,23,2,1
30874922_s10,33,0,0
30874922_s11,30,2,0
28439028_s0,13,3,0
28439028_s1,34,7,3
28439028_s2,27,4,1
28439028_s3,23,1,0
28439028_s4,15,1,0
28439028_s5,24,2,0
28439028_s6,31,1,0
28439028_s7,23,2,1
28439028_s8,39,7,5
27366145_s0,10,2,0
27366145_s1,10,3,2
27366145_s2,25,5,2
27366145_s3,20,4,1
27366145_s4,12,2,0
27366145_s5,25,1,0
27366145_s6,20,4,0
27366145_s7,13,3,0
32918484_s0,8,2,1
32918484_s1,10,3,2
32918484_s2,16,1,0
32918484_s3,19,2,1
32918484_s4,23,1,0
32918484_s5,10,1,0
32918484_s6,22,6,4
32918484_s7,15,0,0
32918484_s8,13,2,1
32918484_s9,26,1,0
26382174_s0,13,5,1
26382174_s1,24,5,4
26382174_s2,21,6,0
26382174_s3,8,1,0
26382174_s4,23,6,2
26382174_s5,40,9,6
26382174_s6,21,4,0
26382174_s7,22,3,2
26382174_s8,20,3,2
26382174_s9,25,4,3
26382174_s10,17,2,1
26382174_s11,28,6,4
26382174_s12,9,2,1
27823627_s0,19,8,0
27823627_s1,14,4,1
27823627_s2,14,3,1
27823627_s3,25,5,2
27823627_s4,15,3,0
27823627_s5,28,5,1
27823627_s6,22,3,0
27823627_s7,27,14,5
27823627_s8,27,10,2
27823627_s9,38,15,6
27823627_s10,22,2,0
27823627_s11,12,4,0
27823627_s12,34,10,1
28461249_s0,21,1,0
28461249_s1,14,1,0
28461249_s2,20,2,1
28461249_s3,28,1,0
28461249_s4,32,2,1
28461249_s5,27,0,0
28461249_s6,18,0,0
28461249_s7,20,2,1
28461249_s8,22,0,0
28461249_s9,28,2,1
29196041_s0,9,1,0
29196041_s1,23,4,4
29196041_s2,29,0,0
29196041_s3,28,2,0
29196041_s4,18,0,0
29196041_s5,17,3,0
29196041_s6,22,0,0
29196041_s7,33,1,0
29196041_s8,29,2,0
29196041_s9,29,2,0
30412505_s0,19,2,1
30412505_s1,20,6,5
30412505_s2,23,0,0
30412505_s3,36,2,0
30412505_s4,20,5,0
30412505_s5,28,0,0
30412505_s6,16,1,0
30412505_s7,17,1,0
30412505_s8,22,0,0
30412505_s9,26,1,0
30412505_s10,23,3,2
30412505_s11,29,1,0
26631952_s0,14,2,1
26631952_s1,17,4,3
26631952_s2,22,2,1
26631952_s3,15,2,1
26631952_s4,12,3,0
26631952_s5,21,3,0
26631952_s6,22,5,3
26631952_s7,23,6,5
26631952_s8,28,3,0
28269769_s0,23,2,0
28269769_s1,17,3,2
28269769_s2,43,3,1
28269769_s3,20,0,0
28269769_s4,20,0,0
28269769_s5,12,0,0
28269769_s6,10,0,0
28269769_s7,6,0,0
28269769_s8,30,5,1
28269769_s9,32,1,0
28269769_s10,13,0,0
28269769_s11,15,1,0
28269769_s12,30,0,0
28269769_s13,18,1,0
29761121_s0,10,0,0
29761121_s1,27,5,1
29761121_s2,19,1,0
29761121_s3,26,5,1
29761121_s4,14,0,0
29761121_s5,16,1,0
29761121_s6,9,0,0
29761121_s7,14,1,0
29761121_s8,48,3,0
29761121_s9,78,8,0
31140638_s0,6,1,0
31140638_s1,14,2,0
31140638_s2,31,5,1
31140638_s3,35,4,1
31140638_s4,24,1,0
31140638_s5,22,3,2
31140638_s6,24,1,0
31140638_s7,35,3,0
26415025_s0,16,3,0
26415025_s1,19,4,3
26415025_s2,20,0,0
26415025_s3,34,5,3
26415025_s4,23,2,0
26415025_s5,28,3,0
26415025_s6,18,2,0
26415025_s7,22,5,1
26415025_s8,27,3,1
30554705_s0,11,2,0
30554705_s1,18,3,1
30554705_s2,12,2,0
30554705_s3,24,2,0
30554705_s4,20,0,0
30554705_s5,36,6,2
30554705_s6,17,3,2
30554705_s7,20,1,0
30554705_s8,13,0,0
30554705_s9,48,2,0
28035932_s0,16,2,0
28035932_s1,14,3,2
28035932_s2,21,6,3
28035932_s3,20,3,0
28035932_s4,26,4,2
28035932_s5,10,6,5
28035932_s6,32,6,2
28035932_s7,25,3,0
28035932_s8,19,4,2
28035932_s9,11,2,1
28035932_s10,11,2,0
28035932_s11,18,3,1
28035932_s12,21,2,0
30466464_s0,13,3,0
30466464_s1,36,8,3
30466464_s2,9,0,0
30466464_s3,18,5,2
30466464_s4,19,3,0
30466464_s5,15,2,0
30466464_s6,40,6,1
30466464_s7,31,6,0
30466464_s8,35,5,0
30466464_s9,42,4,0
30466464_s10,31,5,1
26339853_s0,21,2,0
26339853_s1,26,2,1
26339853_s2,25,3,2
26339853_s3,26,1,0
26339853_s4,38,4,0
26339853_s5,10,0,0
26339853_s6,31,1,0
26339853_s7,26,1,0
26339853_s8,12,0,0
26339853_s9,18,1,0
26339853_s10,16,1,0
26339853_s11,24,2,0
26339853_s12,10,0,0
26339853_s13,20,1,0
26339853_s14,15,1,0
26339853_s15,9,0,0
26339853_s16,21,0,0
26339853_s17,35,1,0
26339853_s18,28,1,0
26339853_s19,9,0,0
26339853_s20,20,1,0
26339853_s21,28,1,0
32986743_s0,12,3,1
32986743_s1,12,3,1
32986743_s2,15,1,0
32986743_s3,12,1,0
32986743_s4,36,5,2
32986743_s5,16,0,0
32986743_s6,16,1,0
32986743_s7,19,4,1
32986743_s8,36,2,0
32986743_s9,34,3,1
32986743_s10,21,1,0
26289683_s0,10,2,0
26289683_s1,20,4,3
26289683_s2,8,3,1
26289683_s3,2,0,0
26289683_s4,32,4,0
26289683_s5,10,1,0
26289683_s6,8,1,0
26289683_s7,16,1,0
26289683_s8,49,5,1
26289683_s9,43,1,0
26289683_s10,21,2,1
26289683_s11,21,1,0
26289683_s12,15,1,0
26791154_s0,12,3,0
26791154_s1,43,6,2
26791154_s2,37,7,1
26791154_s3,18,0,0
26791154_s4,19,1,0
26791154_s5,21,1,0
26791154_s6,14,0,0
26791154_s7,27,0,0
26791154_s8,34,2,0
26791154_s9,9,0,0
26791154_s10,35,4,0
30231926_s0,9,2,1
30231926_s1,42,7,4
30231926_s2,20,2,1
30231926_s3,28,1,0
30231926_s4,19,0,0
30231926_s5,13,2,1
30231926_s6,17,3,2
30231926_s7,14,2,0
28324763_s0,17,2,0
28324763_s1,41,8,3
28324763_s2,41,6,1
28324763_s3,10,1,0
28324763_s4,17,2,0
28324763_s5,39,4,0
28324763_s6,12,1,0
28324763_s7,34,3,2
28324763_s8,21,1,0
30109185_s0,13,1,0
30109185_s1,18,2,1
30109185_s2,20,2,0
30109185_s3,15,1,0
30109185_s4,18,0,0
30109185_s5,14,1,0
30109185_s6,26,1,0
30109185_s7,28,0,0
26934592_s0,15,1,0
26934592_s1,25,3,2
26934592_s2,28,0,0
26934592_s3,16,1,0
26934592_s4,31,7,2
26934592_s5,21,0,0
26934592_s6,19,0,0
26934592_s7,35,0,0
26934592_s8,24,0,0
26934592_s9,15,1,0
26934592_s10,26,1,0
30591404_s0,23,1,0
30591404_s1,23,2,1
30591404_s2,43,6,3
30591404_s3,30,3,2
30591404_s4,36,6,4
30591404_s5,42,7,3
30591404_s6,34,2,1
30591404_s7,29,2,0
30591404_s8,44,6,1
30591404_s9,25,0,0
30591404_s10,13,0,0
30591404_s11,56,8,0
30591404_s12,42,2,0
30591404_s13,36,4,2
30591404_s14,25,0,0
31267124_s0,19,1,0
31267124_s1,18,4,3
31267124_s2,11,3,1
31267124_s3,14,1,0
31267124_s4,37,3,0
31267124_s5,48,4,0
31267124_s6,12,1,0
31267124_s7,13,1,0
31267124_s8,12,1,0
31267124_s9,16,0,0
31267124_s10,9,0,0
31267124_s11,29,1,0
31267124_s12,18,3,1
31267124_s13,17,1,0
28736792_s0,15,3,1
28736792_s1,18,3,2
28736792_s2,30,7,11
28736792_s3,22,4,3
28736792_s4,20,1,0
28736792_s5,42,5,3
28736792_s6,24,2,0
28736792_s7,22,1,0
28736792_s8,21,2,1
28736792_s9,20,2,0
28736792_s10,25,2,1
29582054_s0,18,3,0
29582054_s1,15,1,0
29582054_s2,17,1,0
29582054_s3,26,1,0
29582054_s4,28,3,0
29582054_s5,16,1,0
29582054_s6,18,1,0
29582054_s7,13,1,0
29582054_s8,17,0,0
29582054_s9,13,1,0
29582054_s10,14,1,0
29582054_s11,18,1,0
29582054_s12,20,2,1
29582054_s13,31,1,0
29582054_s14,7,0,0
29582054_s15,20,1,0
29582054_s16,46,0,0
29582054_s17,16,1,0
29582054_s18,12,1,0
29582054_s19,26,1,0
29582054_s20,13,0,0
28086011_s0,11,3,0
28086011_s1,11,2,0
28086011_s2,30,1,0
28086011_s3,45,7,0
28086011_s4,20,1,0
28086011_s5,10,1,0
28086011_s6,22,1,0
28086011_s7,11,1,0
28086011_s8,11,0,0
28086011_s9,60,3,0
28086011_s10,15,3,1
28086011_s11,23,1,0
28086011_s12,34,1,0
29507718_s0,17,3,0
29507718_s1,16,0,0
29507718_s2,16,0,0
29507718_s3,27,2,0
29507718_s4,21,4,3
29507718_s5,12,0,0
29507718_s6,20,0,0
29507718_s7,20,0,0
29507718_s8,21,0,0
29507718_s9,45,4,0
28734271_s0,24,2,0
28734271_s1,32,6,6
28734271_s2,29,4,0
28734271_s3,25,1,0
28734271_s4,20,2,0
28734271_s5,13,0,0
28734271_s6,10,0,0
28734271_s7,10,0,0
28734271_s8,22,0,0
28105850_s0,14,2,0
28105850_s1,24,5,1
28105850_s2,22,1,0
28105850_s3,13,1,0
28105850_s4,18,3,1
28105850_s5,26,5,3
28105850_s6,26,3,0
28105850_s7,28,1,0
28105850_s8,27,1,0
27028664_s0,13,2,1
27028664_s1,25,5,4
27028664_s2,30,7,6
27028664_s3,12,2,1
27028664_s4,8,0,0
27028664_s5,15,1,0
27028664_s6,24,1,0
27028664_s7,21,2,0
27028664_s8,13,1,0
27028664_s9,12,1,0
27028664_s10,11,1,0
27028664_s11,13,2,1
31383337_s0,21,3,0
31383337_s1,28,5,3
31383337_s2,54,5,1
31383337_s3,21,2,0
31383337_s4,28,3,1
31383337_s5,28,2,0
31383337_s6,31,3,1
31383337_s7,18,4,2
31383337_s8,21,1,0
31383337_s9,22,3,0
31383337_s10,16,1,0
31865963_s0,11,1,0
31865963_s1,28,3,1
31865963_s2,26,3,0
31865963_s3,25,4,0
31865963_s4,17,3,2
31865963_s5,21,6,5
31865963_s6,32,2,1
31865963_s7,25,2,1
31865963_s8,45,4,1
29499501_s0,16,1,0
29499501_s1,25,3,2
29499501_s2,18,1,0
29499501_s3,53,8,2
29499501_s4,30,4,1
29499501_s5,23,2,1
29499501_s6,32,5,0
28831054_s0,15,1,0
28831054_s1,27,2,0
28831054_s2,29,5,4
28831054_s3,60,6,2
28831054_s4,24,1,0
28831054_s5,28,3,2
28831054_s6,30,3,2
30737281_s0,18,2,0
30737281_s1,23,5,1
30737281_s2,13,1,0
30737281_s3,23,2,0
30737281_s4,36,2,0
30737281_s5,28,1,0
30737281_s6,11,0,0
30737281_s7,19,0,0
30737281_s8,14,0,0
30737281_s9,22,1,0
30737281_s10,21,1,0
30737281_s11,21,1,0
27883225_s0,10,1,0
27883225_s1,21,3,2
27883225_s2,33,2,0
27883225_s3,17,4,0
27883225_s4,31,9,1
27883225_s5,19,2,0
27883225_s6,21,0,0
27883225_s7,20,1,0
27883225_s8,48,21,1
27883225_s9,14,2,1
27883225_s10,1,0,0
27883225_s11,1,0,0
27883225_s12,8,0,0
26401943_s0,26,4,1
26401943_s1,27,2,0
26401943_s2,23,1,0
26401943_s3,15,3,1
26401943_s4,18,1,0
26401943_s5,20,0,0
26401943_s6,10,1,0
26401943_s7,12,1,0
26401943_s8,16,0,0
26401943_s9,29,3,1
26401943_s10,21,6,5
26401943_s11,34,1,0
26401943_s12,7,0,0
26401943_s13,23,3,2
26401943_s14,39,3,1
33428127_s0,7,1,0
33428127_s1,12,4,3
33428127_s2,13,0,0
33428127_s3,16,1,0
33428127_s4,26,3,0
33428127_s5,25,7,0
33428127_s6,21,0,0
33428127_s7,13,1,0
33428127_s8,35,2,0
30786352_s0,11,1,0
30786352_s1,40,2,1
30786352_s2,25,1,0
30786352_s3,19,0,0
30786352_s4,49,10,5
30786352_s5,7,0,0
30786352_s6,17,1,0
30786352_s7,20,0,0
30786352_s8,21,0,0
30786352_s9,24,1,0
30786352_s10,25,0,0
30786352_s11,20,0,0
30786352_s12,16,0,0
30786352_s13,13,0,0
30786352_s14,27,1,0
30786352_s15,15,2,1
33037985_s0,10,3,2
33037985_s1,16,2,1
33037985_s2,11,1,0
33037985_s3,39,3,1
33037985_s4,29,1,0
33037985_s5,36,4,3
33037985_s6,25,2,1
29867470_s0,22,4,0
29867470_s1,24,6,4
29867470_s2,20,3,1
29867470_s3,20,0,0
29867470_s4,8,1,0
29867470_s5,25,8,0
29867470_s6,38,11,0
29867470_s7,26,7,1
29867470_s8,22,5,0
29867470_s9,39,5,0
29867470_s10,7,0,0
29867470_s11,21,2,0
29867470_s12,23,2,1
32812532_s0,15,2,0
32812532_s1,20,3,2
32812532_s2,18,2,1
32812532_s3,34,4,1
32812532_s4,27,5,0
32812532_s5,17,2,0
32812532_s6,28,2,0
32812532_s7,26,2,0
32812532_s8,35,7,4
32812532_s9,14,8,7
32812532_s10,15,3,2
32812532_s11,18,3,2
33240075_s0,24,1,0
33240075_s1,21,5,1
33240075_s2,28,1,0
33240075_s3,31,3,0
33240075_s4,18,2,1
33240075_s5,12,2,1
33240075_s6,9,1,0
33240075_s7,47,6,2
33240075_s8,9,2,1
33240075_s9,35,6,5
33240075_s10,27,3,2
31835238_s0,15,2,1
31835238_s1,28,5,1
31835238_s2,33,3,0
31835238_s3,27,3,1
31835238_s4,26,8,6
31835238_s5,17,3,1
31835238_s6,4,1,0
31835238_s7,54,5,1
31835238_s8,17,3,1
31835238_s9,16,2,0
31835238_s10,23,4,2
31835238_s11,26,11,6
31835238_s12,37,12,1
31835238_s13,14,4,1
31835238_s14,18,2,1
